trackName;artistName;endTime;msPlayed;TrackID;Popularity;msDuration;Release_day;Uri;Acousticness;Danceability;Energy;Speechiness;Instrumentalness;Liveness;Valence;Loudeness;Tempo;Time_signature;Key;Mode;uri2;id2
Tsunami;Eugenio In Via Di Gioia;2020-04-22 17:00;190500;5DIsWJDoQiQJq8sSQ0JAgK;38;190500;2019-11-08;spotify:track:5DIsWJDoQiQJq8sSQ0JAgK;0.147;0.756;0.603;0.262;0;0.121;0.756;-8.77;4;2;0;190500;spotify:track:5DIsWJDoQiQJq8sSQ0JAgK;5DIsWJDoQiQJq8sSQ0JAgK
Da questo locale;Fabri Fibra;2020-04-22 17:04;220008;2VlUl4iPvonFsYdtZFMc8h;38;258093;2004-09-01;spotify:track:2VlUl4iPvonFsYdtZFMc8h;0.293;0.611;0.712;0.444;0;0.215;0.565;-6.547;4;4;0;258093;spotify:track:2VlUl4iPvonFsYdtZFMc8h;2VlUl4iPvonFsYdtZFMc8h
La felicità;Canova;2020-04-22 17:07;191446;1uFXkk9KY1n4anKbneJD65;35;191446;2016-10-21;spotify:track:1uFXkk9KY1n4anKbneJD65;0.579;0.476;0.54;0.0312;0;0.097;0.277;-5.656;4;9;1;191446;spotify:track:1uFXkk9KY1n4anKbneJD65;1uFXkk9KY1n4anKbneJD65
Sciacalli;TY1;2020-04-22 17:08;3067;1tolw85EjZZIGlWHQnkHZw;43;138333;2020-01-03;spotify:track:1tolw85EjZZIGlWHQnkHZw;0.0703;0.743;0.858;0.0827;1.26e-06;0.122;0.0781;-4.891;4;1;1;138333;spotify:track:1tolw85EjZZIGlWHQnkHZw;1tolw85EjZZIGlWHQnkHZw
primavera 80;rovere;2020-04-22 17:08;1721;0Ny8UKSVt6nM5CCx7ukkYA;33;180011;2019-03-29;spotify:track:0Ny8UKSVt6nM5CCx7ukkYA;0.0881;0.49;0.562;0.0526;2.16e-06;0.102;0.595;-7.271;4;0;1;180012;spotify:track:0Ny8UKSVt6nM5CCx7ukkYA;0Ny8UKSVt6nM5CCx7ukkYA
British;Dark Polo Gang;2020-04-22 17:08;1544;3eIRxkHV1xKsSJ8WWFfGjE;48;188850;2018-05-11;spotify:track:3eIRxkHV1xKsSJ8WWFfGjE;0.00875;0.84;0.488;0.168;8.39e-05;0.0474;0.307;-7.717;4;9;1;188850;spotify:track:3eIRxkHV1xKsSJ8WWFfGjE;3eIRxkHV1xKsSJ8WWFfGjE
Due noi;Fadi;2020-04-22 17:08;41487;2zyngBvcyuqsUzPjdzlptC;32;168538;2019-11-15;spotify:track:2zyngBvcyuqsUzPjdzlptC;0.275;0.321;0.509;0.0487;0;0.208;0.282;-6.648;4;0;1;168539;spotify:track:2zyngBvcyuqsUzPjdzlptC;2zyngBvcyuqsUzPjdzlptC
primavera 80;rovere;2020-04-22 22:29;180011;0Ny8UKSVt6nM5CCx7ukkYA;33;180011;2019-03-29;spotify:track:0Ny8UKSVt6nM5CCx7ukkYA;0.0881;0.49;0.562;0.0526;2.16e-06;0.102;0.595;-7.271;4;0;1;180012;spotify:track:0Ny8UKSVt6nM5CCx7ukkYA;0Ny8UKSVt6nM5CCx7ukkYA
Una Chiave;Caparezza;2020-04-22 22:33;245613;7cdZQa8jWsGt4UlTw1ysPO;48;245613;2017-09-15;spotify:track:7cdZQa8jWsGt4UlTw1ysPO;0.0319;0.696;0.934;0.0489;0.000769;0.107;0.695;-4.642;4;8;1;245613;spotify:track:7cdZQa8jWsGt4UlTw1ysPO;7cdZQa8jWsGt4UlTw1ysPO
Amore Che Vieni, Amore Che Val;Franco Battiato;2020-04-22 22:36;147680;4QeEhsFQOJZye2FlRQcf7j;30;147680;1999-01-01;spotify:track:4QeEhsFQOJZye2FlRQcf7j;0.834;0.269;0.197;0.0317;2.25e-06;0.188;0.255;-11.773;3;11;0;147680;spotify:track:4QeEhsFQOJZye2FlRQcf7j;4QeEhsFQOJZye2FlRQcf7j
Marmellata #25;Cesare Cremonini;2020-04-22 22:41;282666;1b8tFExEyHyxTzrrlQAsu4;57;282666;2005-06-10;spotify:track:1b8tFExEyHyxTzrrlQAsu4;0.313;0.589;0.736;0.0296;0.000709;0.221;0.52;-6.589;4;2;1;282667;spotify:track:1b8tFExEyHyxTzrrlQAsu4;1b8tFExEyHyxTzrrlQAsu4
Ambra era nuda;Postino;2020-04-22 22:48;270640;3f1Bozo5W9bOmXZfnoBOql;46;270640;2018-07-06;spotify:track:3f1Bozo5W9bOmXZfnoBOql;0.49;0.584;0.592;0.0277;0;0.0721;0.278;-5.147;4;3;1;270640;spotify:track:3f1Bozo5W9bOmXZfnoBOql;3f1Bozo5W9bOmXZfnoBOql
