trackName;artistName;endTime;msPlayed;TrackID;Popularity;msDuration;Release_day;Uri;Acousticness;Danceability;Energy;Speechiness;Instrumentalness;Liveness;Valence;Loudeness;Tempo;Time_signature;Key;Mode;uri2;id2
Tira fuori le spine - (solo archi);Blastema;2020-05-23 09:17;7082;4UdiqMmhiK9GrvWaFZvjJj;3;219000;2013-02-12;spotify:track:4UdiqMmhiK9GrvWaFZvjJj;0.752;0.266;0.386;0.0309;0;0.109;0.25;-8.174;5;4;1;219000;spotify:track:4UdiqMmhiK9GrvWaFZvjJj;4UdiqMmhiK9GrvWaFZvjJj
Dietro l'intima ragione;Blastema;2020-05-23 09:17;212493;3h16imtgNkxUDKOjoDTNye;11;212493;2013-02-12;spotify:track:3h16imtgNkxUDKOjoDTNye;0.0945;0.488;0.624;0.0354;0;0.0951;0.22;-6.738;4;2;1;212493;spotify:track:3h16imtgNkxUDKOjoDTNye;3h16imtgNkxUDKOjoDTNye
Tira fuori le spine - (solo archi);Blastema;2020-05-23 09:18;22747;4UdiqMmhiK9GrvWaFZvjJj;3;219000;2013-02-12;spotify:track:4UdiqMmhiK9GrvWaFZvjJj;0.752;0.266;0.386;0.0309;0;0.109;0.25;-8.174;5;4;1;219000;spotify:track:4UdiqMmhiK9GrvWaFZvjJj;4UdiqMmhiK9GrvWaFZvjJj
Regina di cuori;Litfiba;2020-05-23 15:55;245320;60PNRgWzO8FcuZYRzHX34W;48;245320;1997-05-18;spotify:track:60PNRgWzO8FcuZYRzHX34W;0.00543;0.466;0.807;0.0699;0;0.104;0.747;-6.647;4;9;1;245320;spotify:track:60PNRgWzO8FcuZYRzHX34W;60PNRgWzO8FcuZYRzHX34W
Prima che;Daniele Silvestri;2020-05-23 15:59;244080;6C701aY6BtfkOUuy9jsenP;46;244080;2019-05-03;spotify:track:6C701aY6BtfkOUuy9jsenP;0.536;0.608;0.644;0.0386;0.00162;0.0994;0.748;-8.409;4;2;1;244080;spotify:track:6C701aY6BtfkOUuy9jsenP;6C701aY6BtfkOUuy9jsenP
Non Torneranno Più;Negrita;2020-05-23 16:03;200480;3vjIjlwDHu94VzHs9hgfqU;40;200480;2018-03-09;spotify:track:3vjIjlwDHu94VzHs9hgfqU;0.47;0.583;0.765;0.0274;0;0.312;0.641;-7.453;4;7;1;200480;spotify:track:3vjIjlwDHu94VzHs9hgfqU;3vjIjlwDHu94VzHs9hgfqU
Un Giorno Migliore;Lùnapop;2020-05-23 16:06;186843;5B0DR6rTfszfAlmAjBBitu;54;250240;1999-11-30;spotify:track:5B0DR6rTfszfAlmAjBBitu;0.16;0.441;0.781;0.0339;0;0.0859;0.306;-4.852;4;6;1;250240;spotify:track:5B0DR6rTfszfAlmAjBBitu;5B0DR6rTfszfAlmAjBBitu
Un Giorno Migliore;Lùnapop;2020-05-23 17:28;63398;5B0DR6rTfszfAlmAjBBitu;54;250240;1999-11-30;spotify:track:5B0DR6rTfszfAlmAjBBitu;0.16;0.441;0.781;0.0339;0;0.0859;0.306;-4.852;4;6;1;250240;spotify:track:5B0DR6rTfszfAlmAjBBitu;5B0DR6rTfszfAlmAjBBitu
Prendila cosi';Giulio Rapetti Mogol;2020-05-23 17:29;30219;61U5Mhznibu1dKo2htCE3v;31;328846;2009;spotify:track:61U5Mhznibu1dKo2htCE3v;0.971;0.275;0.333;0.0369;0.000179;0.199;0.126;-8.876;4;0;0;328846;spotify:track:61U5Mhznibu1dKo2htCE3v;61U5Mhznibu1dKo2htCE3v
Non Torneranno Più;Negrita;2020-05-23 17:29;6070;3vjIjlwDHu94VzHs9hgfqU;40;200480;2018-03-09;spotify:track:3vjIjlwDHu94VzHs9hgfqU;0.47;0.583;0.765;0.0274;0;0.312;0.641;-7.453;4;7;1;200480;spotify:track:3vjIjlwDHu94VzHs9hgfqU;3vjIjlwDHu94VzHs9hgfqU
